t 1 2 3 jL1 jL2 jV0300 
1.738e-05 2033.78 27110.2 10000 -90.601 44.0751 90.601
1.739e-05 2123.89 26390.5 10000 -89.6924 45.7039 89.6924
1.74e-05 2213.03 25645.3 10000 -88.6571 47.2812 88.6571
1.741e-05 2301.05 24875.4 10000 -87.4949 48.8053 87.4949
1.742e-05 2387.85 24081.5 10000 -86.2059 50.2747 86.2059
1.743e-05 2473.29 23264.6 10000 -84.7904 51.688 84.7904
1.744e-05 2557.24 22425.5 10000 -83.2488 53.0438 83.2488
1.745e-05 2639.58 21565.4 10000 -81.5816 54.3408 81.5816
1.746e-05 2720.19 20684.9 10000 -79.7898 55.5777 79.7898
1.747e-05 2798.94 19785.3 10000 -77.8741 56.7533 77.8741
1.748e-05 2875.7 18867.3 10000 -75.8358 57.8665 75.8358
1.749e-05 2950.36 17932.1 10000 -73.676 58.9163 73.676
1.75e-05 3022.79 16980.7 10000 -71.3964 59.9017 71.3964
1.751e-05 3092.88 16014.1 10000 -68.9985 60.8217 68.9985
1.752e-05 3160.5 15033.4 10000 -66.4841 61.6756 66.4841
1.753e-05 3225.55 14039.5 10000 -63.8553 62.4626 63.8553
1.754e-05 3287.91 13033.7 10000 -61.1141 63.1819 61.1141
1.755e-05 3347.46 12017 10000 -58.2629 63.8331 58.2629
1.756e-05 3404.1 10990.4 10000 -55.3042 64.4156 55.3042
1.757e-05 3457.73 9955.19 10000 -52.2405 64.9288 52.2405
1.758e-05 3508.24 8912.33 10000 -49.0748 65.3725 49.0748
1.759e-05 3555.53 7862.99 10000 -45.8099 65.7463 45.8099
1.76e-05 3599.5 6808.28 10000 -42.449 66.05 42.449
1.761e-05 3640.05 5749.34 10000 -38.9953 66.2834 38.9953
1.762e-05 3677.11 4687.28 10000 -35.4522 66.4465 35.4522
1.763e-05 3710.57 3623.22 10000 -31.8233 66.5393 31.8233
1.764e-05 3740.36 2558.3 10000 -28.1123 66.5618 28.1123
1.765e-05 3766.39 1493.64 10000 -24.323 66.5143 24.323
1.766e-05 3788.6 430.352 10000 -20.4594 66.3969 20.4594
1.767e-05 3806.9 -630.445 10000 -16.5256 66.21 16.5256
1.768e-05 3821.23 -1687.64 10000 -12.5258 65.9539 12.5258
1.769e-05 3831.53 -2740.14 10000 -8.46428 65.6291 8.46428
1.77e-05 3837.73 -3786.83 10000 -4.34556 65.2362 4.34556
1.771e-05 3839.79 -4826.65 10000 -0.17418 64.7756 0.17418
1.772e-05 3837.64 -5858.51 10000 4.04519 64.2482 -4.04519
1.773e-05 3831.26 -6881.34 10000 8.3078 63.6547 -8.3078
1.774e-05 3820.59 -7894.1 10000 12.6088 62.9959 -12.6088
1.775e-05 3805.6 -8895.76 10000 16.9432 62.2726 -16.9432
1.776e-05 3786.26 -9885.28 10000 21.306 61.4858 -21.306
1.777e-05 3762.54 -10861.7 10000 25.6921 60.6366 -25.6921
1.778e-05 3734.43 -11823.9 10000 30.0963 59.7261 -30.0963
1.779e-05 3701.9 -12771.1 10000 34.5135 58.7553 -34.5135
1.78e-05 3664.95 -13702.2 10000 38.9382 57.7256 -38.9382
1.781e-05 3623.58 -14616.3 10000 43.3652 56.6381 -43.3652
1.782e-05 3577.78 -15512.5 10000 47.789 55.4942 -47.789
1.783e-05 3527.56 -16389.9 10000 52.2043 54.2954 -52.2043
1.784e-05 3472.94 -17247.7 10000 56.6055 53.043 -56.6055
1.785e-05 3413.92 -18085 10000 60.9872 51.7386 -60.9872
1.786e-05 3350.54 -18900.9 10000 65.3439 50.3837 -65.3439
1.787e-05 3282.81 -19694.8 10000 69.6701 48.98 -69.6701
1.788e-05 3210.78 -20465.8 10000 73.9602 47.529 -73.9602
1.789e-05 3134.48 -21213.1 10000 78.2088 46.0326 -78.2088
1.79e-05 3053.95 -21936.1 10000 82.4103 44.4924 -82.4103
1.791e-05 2969.26 -22634.2 10000 86.5593 42.9102 -86.5593
1.792e-05 2880.44 -23306.5 10000 90.6502 41.2879 -90.6502
1.793e-05 2787.57 -23952.5 10000 94.6777 39.6273 -94.6777
1.794e-05 2690.71 -24571.7 10000 98.6363 37.9304 -98.6363
1.795e-05 2589.93 -25163.4 10000 102.521 36.1991 -102.521
1.796e-05 2485.31 -25727.1 10000 106.326 34.4353 -106.326
1.797e-05 2376.93 -26262.3 10000 110.046 32.6411 -110.046
1.798e-05 2264.88 -26768.6 10000 113.676 30.8185 -113.676
1.799e-05 2149.25 -27245.4 10000 117.211 28.9695 -117.211
1.8e-05 2030.14 -27692.5 10000 120.647 27.0963 -120.647
1.801e-05 1907.66 -28109.4 10000 123.977 25.2009 -123.977
1.802e-05 1781.9 -28495.7 10000 127.197 23.2854 -127.197
1.803e-05 1652.98 -28851.3 10000 130.303 21.3521 -130.303
1.804e-05 1521.03 -29175.8 10000 133.29 19.4029 -133.29
1.805e-05 1386.15 -29469 10000 136.153 17.4401 -136.153
1.806e-05 1248.49 -29730.7 10000 138.887 15.4658 -138.887
1.807e-05 1108.16 -29960.7 10000 141.49 13.4823 -141.49
1.808e-05 965.299 -30158.9 10000 143.955 11.4916 -143.955
1.809e-05 820.053 -30325.2 10000 146.28 9.49598 -146.28
1.81e-05 672.562 -30459.6 10000 148.461 7.49756 -148.461
1.811e-05 522.971 -30561.9 10000 150.493 5.49853 -150.493
1.812e-05 371.43 -30632.3 10000 152.374 3.50104 -152.374
1.813e-05 218.095 -30670.8 10000 154.099 1.50725 -154.099
1.814e-05 63.1205 -30677.4 10000 155.666 -0.480702 -155.666
1.815e-05 -93.332 -30652.3 10000 157.072 -2.4607 -157.072
1.816e-05 -251.1 -30595.6 10000 158.312 -4.43062 -158.312
1.817e-05 -410.017 -30507.4 10000 159.386 -6.38838 -159.386
1.818e-05 -569.914 -30388.1 10000 160.29 -8.33191 -160.29
1.819e-05 -730.621 -30237.8 10000 161.022 -10.2592 -161.022
1.82e-05 -891.964 -30056.8 10000 161.58 -12.1681 -161.58
1.821e-05 -1053.77 -29845.5 10000 161.961 -14.0567 -161.961
1.822e-05 -1215.86 -29604.1 10000 162.164 -15.9231 -162.164
1.823e-05 -1378.05 -29333.1 10000 162.188 -17.7653 -162.188
1.824e-05 -1540.16 -29032.8 10000 162.031 -19.5813 -162.031
1.825e-05 -1702.02 -28703.8 10000 161.691 -21.3694 -161.691
1.826e-05 -1863.44 -28346.3 10000 161.169 -23.1277 -161.169
1.827e-05 -2024.24 -27961.1 10000 160.462 -24.8544 -160.462
1.828e-05 -2184.23 -27548.5 10000 159.571 -26.5477 -159.571
1.829e-05 -2343.22 -27109 10000 158.496 -28.2061 -158.496
1.83e-05 -2501.04 -26643.4 10000 157.235 -29.8277 -157.235
1.831e-05 -2657.5 -26152.2 10000 155.79 -31.411 -155.79
1.832e-05 -2812.4 -25636 10000 154.161 -32.9544 -154.161
1.833e-05 -2965.58 -25095.4 10000 152.347 -34.4565 -152.347
1.834e-05 -3116.85 -24531.2 10000 150.351 -35.9157 -150.351
1.835e-05 -3266.02 -23944.1 10000 148.173 -37.3306 -148.173
1.836e-05 -3412.9 -23334.7 10000 145.813 -38.6999 -145.813
1.837e-05 -3557.34 -22703.8 10000 143.275 -40.0223 -143.275
1.838e-05 -3699.13 -22052.2 10000 140.558 -41.2965 -140.558
1.839e-05 -3838.11 -21380.6 10000 137.666 -42.5214 -137.666
1.84e-05 -3974.11 -20689.8 10000 134.6 -43.6958 -134.6
1.841e-05 -4106.94 -19980.7 10000 131.362 -44.8187 -131.362
1.842e-05 -4236.44 -19254.1 10000 127.956 -45.889 -127.956
1.843e-05 -4362.45 -18510.9 10000 124.383 -46.9059 -124.383
1.844e-05 -4484.79 -17751.9 10000 120.648 -47.8684 -120.648
1.845e-05 -4603.31 -16977.9 10000 116.752 -48.7757 -116.752
1.846e-05 -4717.84 -16189.9 10000 112.699 -49.6271 -112.699
1.847e-05 -4828.24 -15388.8 10000 108.494 -50.4219 -108.494
1.848e-05 -4934.35 -14575.5 10000 104.139 -51.1595 -104.139
1.849e-05 -5036.03 -13750.9 10000 99.6383 -51.8393 -99.6383
1.85e-05 -5133.12 -12915.9 10000 94.9968 -52.4608 -94.9968
1.851e-05 -5225.5 -12071.5 10000 90.2185 -53.0237 -90.2185
1.852e-05 -5313.03 -11218.6 10000 85.3079 -53.5275 -85.3079
1.853e-05 -5395.58 -10358.2 10000 80.2696 -53.972 -80.2696
1.854e-05 -5473.02 -9491.19 10000 75.1087 -54.3569 -75.1087
1.855e-05 -5545.24 -8618.54 10000 69.8301 -54.6822 -69.8301
1.856e-05 -5612.11 -7741.21 10000 64.4392 -54.9477 -64.4392
1.857e-05 -5673.53 -6860.15 10000 58.9412 -55.1534 -58.9412
1.858e-05 -5729.4 -5976.34 10000 53.3417 -55.2993 -53.3417
1.859e-05 -5779.62 -5090.71 10000 47.6465 -55.3857 -47.6465
1.86e-05 -5824.09 -4204.22 10000 41.8614 -55.4126 -41.8614
1.861e-05 -5862.73 -3317.83 10000 35.9922 -55.3803 -35.9922
1.862e-05 -5895.46 -2432.47 10000 30.0452 -55.2891 -30.0452
1.863e-05 -5922.2 -1549.08 10000 24.0266 -55.1394 -24.0266
1.864e-05 -5942.89 -668.606 10000 17.9427 -54.9317 -17.9427
1.865e-05 -5957.45 208.041 10000 11.7999 -54.6664 -11.7999
1.866e-05 -5965.85 1079.94 10000 5.60487 -54.3441 -5.60487
1.867e-05 -5968.03 1946.19 10000 -0.635817 -53.9654 0.635817
1.868e-05 -5963.94 2805.89 10000 -6.9154 -53.5311 6.9154
1.869e-05 -5953.56 3658.15 10000 -13.227 -53.0419 13.227
1.87e-05 -5936.85 4502.11 10000 -19.5639 -52.4985 19.5639
1.871e-05 -5913.79 5336.9 10000 -25.9189 -51.9019 25.9189
1.872e-05 -5884.37 6161.69 10000 -32.2851 -51.2529 32.2851
1.873e-05 -5848.58 6975.64 10000 -38.6555 -50.5526 38.6555
1.874e-05 -5806.42 7777.94 10000 -45.0229 -49.8019 45.0229
1.875e-05 -5757.9 8567.8 10000 -51.3802 -49.002 51.3802
1.876e-05 -5703.03 9344.43 10000 -57.7201 -48.1539 57.7201
1.877e-05 -5641.84 10107.1 10000 -64.0356 -47.2589 64.0356
1.878e-05 -5574.34 10855 10000 -70.3194 -46.3181 70.3194
1.879e-05 -5500.58 11587.5 10000 -76.5644 -45.3329 76.5644
1.88e-05 -5420.61 12303.8 10000 -82.7633 -44.3045 82.7633
1.881e-05 -5334.46 13003.3 10000 -88.909 -43.2343 88.909
1.882e-05 -5242.2 13685.3 10000 -94.9942 -42.1237 94.9942
1.883e-05 -5143.89 14349.3 10000 -101.012 -40.9742 101.012
1.884e-05 -5039.6 14994.4 10000 -106.955 -39.7871 106.955
1.885e-05 -4929.41 15620.3 10000 -112.817 -38.5641 112.817
1.886e-05 -4813.41 16226.3 10000 -118.59 -37.3066 118.59
1.887e-05 -4691.69 16811.9 10000 -124.268 -36.0163 124.268
1.888e-05 -4564.35 17376.6 10000 -129.843 -34.6947 129.843
1.889e-05 -4431.49 17919.9 10000 -135.31 -33.3434 135.31
1.89e-05 -4293.23 18441.2 10000 -140.66 -31.9642 140.66
1.891e-05 -4149.68 18940.3 10000 -145.889 -30.5586 145.889
1.892e-05 -4000.98 19416.7 10000 -150.989 -29.1284 150.989
1.893e-05 -3847.25 19870 10000 -155.954 -27.6753 155.954
1.894e-05 -3688.63 20299.9 10000 -160.778 -26.2011 160.778
1.895e-05 -3525.27 20706 10000 -165.454 -24.7074 165.454
1.896e-05 -3357.31 21088 10000 -169.977 -23.1961 169.977
1.897e-05 -3184.92 21445.7 10000 -174.342 -21.669 174.342
1.898e-05 -3008.25 21778.9 10000 -178.542 -20.1277 178.542
1.899e-05 -2827.48 22087.3 10000 -182.572 -18.5741 182.572
1.9e-05 -2642.78 22370.7 10000 -186.426 -17.01 186.426
1.901e-05 -2454.31 22629 10000 -190.1 -15.4372 190.1
1.902e-05 -2262.28 22862.1 10000 -193.588 -13.8575 193.588
1.903e-05 -2066.86 23069.9 10000 -196.887 -12.2726 196.887
1.904e-05 -1868.25 23252.3 10000 -199.99 -10.6845 199.99
1.905e-05 -1666.65 23409.3 10000 -202.894 -9.09473 202.894
1.906e-05 -1462.25 23540.8 10000 -205.595 -7.50523 205.595
1.907e-05 -1255.27 23646.9 10000 -208.089 -5.91773 208.089
1.908e-05 -1045.91 23727.7 10000 -210.372 -4.33398 210.372
1.909e-05 -834.378 23783.1 10000 -212.44 -2.75573 212.44
1.91e-05 -620.903 23813.4 10000 -214.29 -1.1847 214.29
1.911e-05 -405.698 23818.6 10000 -215.92 0.377396 215.92
1.912e-05 -188.987 23798.8 10000 -217.325 1.92888 217.325
1.913e-05 29.006 23754.4 10000 -218.505 3.46808 218.505
1.914e-05 248.053 23685.5 10000 -219.455 4.99335 219.455
1.915e-05 467.923 23592.3 10000 -220.176 6.50307 220.176
1.916e-05 688.386 23475.1 10000 -220.663 7.99566 220.663
1.917e-05 909.208 23334.2 10000 -220.916 9.46955 220.916
1.918e-05 1130.15 23169.8 10000 -220.934 10.9232 220.934
1.919e-05 1350.99 22982.4 10000 -220.715 12.3551 220.715
1.92e-05 1571.47 22772.3 10000 -220.259 13.7639 220.259
1.921e-05 1791.37 22539.9 10000 -219.565 15.148 219.565
1.922e-05 2010.44 22285.5 10000 -218.633 16.5061 218.633
1.923e-05 2228.45 22009.7 10000 -217.462 17.8368 217.462
1.924e-05 2445.16 21712.8 10000 -216.054 19.1388 216.054
1.925e-05 2660.32 21395.3 10000 -214.407 20.4108 214.407
1.926e-05 2873.71 21057.8 10000 -212.525 21.6516 212.525
1.927e-05 3085.09 20700.7 10000 -210.406 22.86 210.406
1.928e-05 3294.23 20324.6 10000 -208.053 24.0349 208.053
1.929e-05 3500.88 19929.9 10000 -205.468 25.1752 205.468
1.93e-05 3704.81 19517.3 10000 -202.651 26.2797 202.651
1.931e-05 3905.81 19087.4 10000 -199.606 27.3476 199.606
1.932e-05 4103.63 18640.7 10000 -196.334 28.3778 196.334
1.933e-05 4298.06 18177.9 10000 -192.838 29.3694 192.838
1.934e-05 4488.88 17699.6 10000 -189.122 30.3216 189.122
1.935e-05 4675.85 17206.4 10000 -185.188 31.2336 185.188
1.936e-05 4858.77 16698.9 10000 -181.039 32.1046 181.039
1.937e-05 5037.43 16177.9 10000 -176.68 32.9339 176.68
1.938e-05 5211.62 15643.9 10000 -172.114 33.7209 172.114
1.939e-05 5381.13 15097.8 10000 -167.345 34.465 167.345
1.94e-05 5545.76 14540.1 10000 -162.379 35.1656 162.379
1.941e-05 5705.31 13971.7 10000 -157.218 35.8222 157.218
1.942e-05 5859.61 13393.1 10000 -151.869 36.4344 151.869
1.943e-05 6008.45 12805.1 10000 -146.337 37.0019 146.337
1.944e-05 6151.66 12208.4 10000 -140.626 37.5243 140.626
1.945e-05 6289.06 11603.7 10000 -134.742 38.0013 134.742
1.946e-05 6420.49 10991.8 10000 -128.692 38.4328 128.692
1.947e-05 6545.78 10373.5 10000 -122.48 38.8185 122.48
1.948e-05 6664.77 9749.31 10000 -116.113 39.1584 116.113
1.949e-05 6777.31 9120.13 10000 -109.598 39.4524 109.598
1.95e-05 6883.26 8486.65 10000 -102.941 39.7006 102.941
1.951e-05 6982.47 7849.6 10000 -96.1487 39.9029 96.1487
1.952e-05 7074.83 7209.71 10000 -89.2279 40.0595 89.2279
1.953e-05 7160.19 6567.72 10000 -82.1856 40.1706 82.1856
1.954e-05 7238.45 5924.36 10000 -75.0292 40.2363 75.0292
1.955e-05 7309.49 5280.33 10000 -67.766 40.257 67.766
1.956e-05 7373.22 4636.37 10000 -60.4035 40.233 60.4035
1.957e-05 7429.53 3993.19 10000 -52.9494 40.1646 52.9494
1.958e-05 7478.34 3351.49 10000 -45.4114 40.0523 45.4114
1.959e-05 7519.57 2711.96 10000 -37.7974 39.8965 37.7974
1.96e-05 7553.15 2075.31 10000 -30.1154 39.6978 30.1154
1.961e-05 7579.01 1442.21 10000 -22.3734 39.4567 22.3734
1.962e-05 7597.1 813.342 10000 -14.5798 39.1738 14.5798
1.963e-05 7607.37 189.358 10000 -6.74275 38.8499 6.74275
1.964e-05 7609.79 -429.087 10000 1.12941 38.4855 -1.12941
1.965e-05 7604.32 -1041.35 10000 9.02825 38.0815 -9.02825
1.966e-05 7590.93 -1646.81 10000 16.9453 37.6387 -16.9453
1.967e-05 7569.63 -2244.85 10000 24.872 37.1578 -24.872
1.968e-05 7540.4 -2834.86 10000 32.7999 36.6398 -32.7999
1.969e-05 7503.24 -3416.27 10000 40.7203 36.0855 -40.7203
1.97e-05 7458.17 -3988.49 10000 48.6247 35.4959 -48.6247
1.971e-05 7405.21 -4550.98 10000 56.5044 34.872 -56.5044
1.972e-05 7344.39 -5103.19 10000 64.3509 34.2148 -64.3509
1.973e-05 7275.74 -5644.6 10000 72.1554 33.5253 -72.1554
1.974e-05 7199.31 -6174.71 10000 79.9096 32.8047 -79.9096
1.975e-05 7115.17 -6693.02 10000 87.6048 32.054 -87.6048
1.976e-05 7023.36 -7199.06 10000 95.2324 31.2743 -95.2324
1.977e-05 6923.97 -7692.38 10000 102.784 30.4669 -102.784
1.978e-05 6817.07 -8172.54 10000 110.252 29.6329 -110.252
1.979e-05 6702.75 -8639.14 10000 117.626 28.7736 -117.626
1.98e-05 6581.12 -9091.77 10000 124.9 27.8901 -124.9
1.981e-05 6452.27 -9530.07 10000 132.065 26.9837 -132.065
1.982e-05 6316.32 -9953.67 10000 139.112 26.0557 -139.112
1.983e-05 6173.39 -10362.2 10000 146.034 25.1074 -146.034
1.984e-05 6023.61 -10755.5 10000 152.824 24.1401 -152.824
1.985e-05 5867.12 -11133.1 10000 159.472 23.1551 -159.472
1.986e-05 5704.06 -11494.8 10000 165.972 22.1537 -165.972
1.987e-05 5534.58 -11840.3 10000 172.317 21.1373 -172.317
1.988e-05 5358.85 -12169.4 10000 178.498 20.1072 -178.498
1.989e-05 5177.03 -12482 10000 184.51 19.0648 -184.51
1.99e-05 4989.3 -12777.8 10000 190.344 18.0114 -190.344
1.991e-05 4795.83 -13056.6 10000 195.994 16.9484 -195.994
1.992e-05 4596.82 -13318.4 10000 201.453 15.8772 -201.453
1.993e-05 4392.46 -13562.9 10000 206.716 14.799 -206.716
1.994e-05 4182.94 -13790.2 10000 211.775 13.7154 -211.775
1.995e-05 3968.48 -14000.1 10000 216.625 12.6275 -216.625
1.996e-05 3749.29 -14192.5 10000 221.26 11.5369 -221.26
1.997e-05 3525.58 -14367.5 10000 225.675 10.4447 -225.675
1.998e-05 3297.58 -14525 10000 229.863 9.35242 -229.863
1.999e-05 3065.53 -14665 10000 233.82 8.2613 -233.82
2e-05 2829.64 -14787.6 10000 237.542 7.17267 -237.542
2.001e-05 2590.16 -14892.8 10000 241.022 6.08781 -241.022
2.002e-05 2347.34 -14980.7 10000 244.258 5.00803 -244.258
2.003e-05 2101.42 -15051.4 10000 247.245 3.93457 -247.245
2.004e-05 1852.65 -15105 10000 249.978 2.86869 -249.978
2.005e-05 1601.29 -15141.6 10000 252.456 1.81161 -252.456
2.006e-05 1347.59 -15161.3 10000 254.673 0.764546 -254.673
2.007e-05 1091.82 -15164.4 10000 256.627 -0.27133 -256.627
2.008e-05 834.243 -15151 10000 258.316 -1.29485 -258.316
2.009e-05 575.124 -15121.4 10000 259.736 -2.30489 -259.736
2.01e-05 314.733 -15075.8 10000 260.886 -3.30034 -260.886
2.011e-05 53.3414 -15014.3 10000 261.764 -4.28012 -261.764
2.012e-05 -208.777 -14937.3 10000 262.368 -5.24317 -262.368
2.013e-05 -471.348 -14845.1 10000 262.696 -6.18848 -262.696
2.014e-05 -734.096 -14737.9 10000 262.749 -7.11505 -262.749
2.015e-05 -996.745 -14616.1 10000 262.524 -8.02194 -262.524
2.016e-05 -1259.02 -14479.9 10000 262.023 -8.90822 -262.023
2.017e-05 -1520.63 -14329.7 10000 261.243 -9.77299 -261.243
2.018e-05 -1781.32 -14165.9 10000 260.187 -10.6154 -260.187
2.019e-05 -2040.79 -13988.8 10000 258.854 -11.4347 -258.854
2.02e-05 -2298.79 -13798.8 10000 257.245 -12.2299 -257.245
2.021e-05 -2555.02 -13596.3 10000 255.361 -13.0005 -255.361
2.022e-05 -2809.21 -13381.7 10000 253.203 -13.7457 -253.203
2.023e-05 -3061.1 -13155.4 10000 250.774 -14.4649 -250.774
2.024e-05 -3310.41 -12917.9 10000 248.075 -15.1573 -248.075
2.025e-05 -3556.88 -12669.5 10000 245.108 -15.8224 -245.108
2.026e-05 -3800.23 -12410.7 10000 241.877 -16.4598 -241.877
2.027e-05 -4040.21 -12141.9 10000 238.384 -17.0688 -238.384
2.028e-05 -4276.55 -11863.7 10000 234.632 -17.649 -234.632
2.029e-05 -4509 -11576.4 10000 230.625 -18.2 -230.625
2.03e-05 -4737.3 -11280.6 10000 226.366 -18.7214 -226.366
2.031e-05 -4961.21 -10976.7 10000 221.859 -19.2128 -221.859
2.032e-05 -5180.48 -10665.2 10000 217.11 -19.6741 -217.11
2.033e-05 -5394.86 -10346.5 10000 212.122 -20.1049 -212.122
2.034e-05 -5604.13 -10021.3 10000 206.9 -20.505 -206.9
2.035e-05 -5808.05 -9689.93 10000 201.45 -20.8742 -201.45
2.036e-05 -6006.4 -9352.92 10000 195.776 -21.2125 -195.776
2.037e-05 -6198.96 -9010.78 10000 189.885 -21.5197 -189.885
2.038e-05 -6385.5 -8663.99 10000 183.782 -21.7959 -183.782
2.039e-05 -6565.83 -8313.06 10000 177.474 -22.041 -177.474
2.04e-05 -6739.74 -7958.48 10000 170.966 -22.255 -170.966
2.041e-05 -6907.04 -7600.75 10000 164.266 -22.438 -164.266
2.042e-05 -7067.53 -7240.36 10000 157.38 -22.5903 -157.38
2.043e-05 -7221.04 -6877.81 10000 150.315 -22.7118 -150.315
2.044e-05 -7367.39 -6513.57 10000 143.078 -22.803 -143.078
2.045e-05 -7506.41 -6148.15 10000 135.678 -22.8639 -135.678
2.046e-05 -7637.94 -5782.02 10000 128.121 -22.8949 -128.121
2.047e-05 -7761.84 -5415.65 10000 120.415 -22.8963 -120.415
2.048e-05 -7877.95 -5049.52 10000 112.569 -22.8684 -112.569
2.049e-05 -7986.14 -4684.08 10000 104.59 -22.8117 -104.59
2.05e-05 -8086.28 -4319.81 10000 96.4865 -22.7266 -96.4865
2.051e-05 -8178.26 -3957.14 10000 88.2674 -22.6136 -88.2674
2.052e-05 -8261.95 -3596.52 10000 79.9411 -22.4732 -79.9411
2.053e-05 -8337.27 -3238.39 10000 71.5163 -22.3058 -71.5163
2.054e-05 -8404.11 -2883.16 10000 63.0019 -22.1121 -63.0019
2.055e-05 -8462.39 -2531.27 10000 54.4067 -21.8927 -54.4067
2.056e-05 -8512.04 -2183.1 10000 45.74 -21.6482 -45.74
2.057e-05 -8552.98 -1839.06 10000 37.0107 -21.3793 -37.0107
2.058e-05 -8585.16 -1499.54 10000 28.2282 -21.0866 -28.2282
2.059e-05 -8608.54 -1164.9 10000 19.4017 -20.7709 -19.4017
2.06e-05 -8623.07 -835.513 10000 10.5406 -20.4329 -10.5406
2.061e-05 -8628.73 -511.723 10000 1.65435 -20.0733 -1.65435
2.062e-05 -8625.49 -193.869 10000 -7.24763 -19.693 7.24763
2.063e-05 -8613.34 117.723 10000 -16.1559 -19.2928 16.1559
2.064e-05 -8592.28 422.742 10000 -25.0608 -18.8735 25.0608
2.065e-05 -8562.33 720.891 10000 -33.953 -18.4359 33.953
2.066e-05 -8523.5 1011.88 10000 -42.8229 -17.9809 42.8229
2.067e-05 -8475.81 1295.45 10000 -51.661 -17.5095 51.661
2.068e-05 -8419.31 1571.34 10000 -60.4577 -17.0224 60.4577
2.069e-05 -8354.04 1839.3 10000 -69.2038 -16.5206 69.2038
2.07e-05 -8280.05 2099.11 10000 -77.8897 -16.0051 77.8897
2.071e-05 -8197.41 2350.56 10000 -86.5061 -15.4768 86.5061
2.072e-05 -8106.21 2593.45 10000 -95.0437 -14.9366 95.0437
2.073e-05 -8006.51 2827.6 10000 -103.493 -14.3855 103.493
2.074e-05 -7898.41 3052.84 10000 -111.846 -13.8244 111.846
2.075e-05 -7782.02 3269.03 10000 -120.092 -13.2544 120.092
2.076e-05 -7657.45 3476.02 10000 -128.223 -12.6764 128.223
2.077e-05 -7524.81 3673.7 10000 -136.23 -12.0913 136.23
2.078e-05 -7384.24 3861.97 10000 -144.105 -11.5002 144.105
2.079e-05 -7235.87 4040.73 10000 -151.838 -10.904 151.838
2.08e-05 -7079.85 4209.92 10000 -159.422 -10.3037 159.422
2.081e-05 -6916.33 4369.47 10000 -166.848 -9.70024 166.848
2.082e-05 -6745.47 4519.35 10000 -174.107 -9.09466 174.107
2.083e-05 -6567.45 4659.52 10000 -181.193 -8.48789 181.193
2.084e-05 -6382.45 4789.99 10000 -188.097 -7.88089 188.097
2.085e-05 -6190.64 4910.74 10000 -194.812 -7.27459 194.812
2.086e-05 -5992.23 5021.81 10000 -201.33 -6.66995 201.33
2.087e-05 -5787.41 5123.23 10000 -207.645 -6.06789 207.645
2.088e-05 -5576.39 5215.04 10000 -213.748 -5.46932 213.748
2.089e-05 -5359.38 5297.32 10000 -219.634 -4.87514 219.634
2.09e-05 -5136.62 5370.13 10000 -225.296 -4.28625 225.296
2.091e-05 -4908.31 5433.57 10000 -230.728 -3.70351 230.728
2.092e-05 -4674.71 5487.75 10000 -235.924 -3.12778 235.924
2.093e-05 -4436.04 5532.79 10000 -240.877 -2.55989 240.877
2.094e-05 -4192.55 5568.81 10000 -245.583 -2.00065 245.583
2.095e-05 -3944.5 5595.97 10000 -250.036 -1.45087 250.036
2.096e-05 -3692.13 5614.43 10000 -254.231 -0.911314 254.231
2.097e-05 -3435.72 5624.34 10000 -258.164 -0.382734 258.164
2.098e-05 -3175.51 5625.9 10000 -261.83 0.134142 261.83
2.099e-05 -2911.8 5619.3 10000 -265.225 0.638612 265.225
2.1e-05 -2644.83 5604.74 10000 -268.344 1.13 268.344
2.101e-05 -2374.9 5582.44 10000 -271.185 1.60765 271.185
2.102e-05 -2102.29 5552.62 10000 -273.745 2.07095 273.745
2.103e-05 -1827.27 5515.52 10000 -276.019 2.51929 276.019
2.104e-05 -1550.13 5471.38 10000 -278.007 2.95212 278.007
2.105e-05 -1271.17 5420.45 10000 -279.704 3.36889 279.704
2.106e-05 -990.665 5363.01 10000 -281.11 3.76909 281.11
2.107e-05 -708.919 5299.31 10000 -282.222 4.15226 282.222
2.108e-05 -426.224 5229.63 10000 -283.039 4.51795 283.039
2.109e-05 -142.873 5154.26 10000 -283.56 4.86574 283.56
2.11e-05 140.835 5073.48 10000 -283.785 5.19525 283.785
2.111e-05 424.605 4987.6 10000 -283.712 5.50614 283.712
2.112e-05 708.138 4896.91 10000 -283.342 5.79809 283.342
2.113e-05 991.138 4801.71 10000 -282.675 6.07083 282.675
2.114e-05 1273.31 4702.32 10000 -281.711 6.32409 281.711
2.115e-05 1554.35 4599.06 10000 -280.452 6.55767 280.452
2.116e-05 1833.97 4492.23 10000 -278.898 6.7714 278.898
2.117e-05 2111.88 4382.15 10000 -277.051 6.96512 277.051
2.118e-05 2387.78 4269.16 10000 -274.912 7.13872 274.912
2.119e-05 2661.38 4153.56 10000 -272.484 7.29213 272.484
2.12e-05 2932.39 4035.69 10000 -269.77 7.42531 269.77
2.121e-05 3200.53 3915.86 10000 -266.771 7.53824 266.771
2.122e-05 3465.53 3794.41 10000 -263.491 7.63096 263.491
2.123e-05 3727.08 3671.65 10000 -259.934 7.70353 259.934
2.124e-05 3984.93 3547.9 10000 -256.103 7.75603 256.103
2.125e-05 4238.8 3423.49 10000 -252.001 7.7886 252.001
2.126e-05 4488.42 3298.74 10000 -247.634 7.8014 247.634
